bitrate_kbits,codec,fps,height,video,width,src,Q,resolution
1186.7294921875,av1,30.0,576,bigbuck_bunny_8bit_1300k_576_av1,1024.0,bigbuck_bunny_8bit,4.483246043785068,589824.0
1078.328125,av1,30.0,360,bigbuck_bunny_8bit_1400k_360_av1,640.0,bigbuck_bunny_8bit,4.0505777105283585,230400.0
8506.5419921875,av1,30.0,1080,bigbuck_bunny_8bit_16000k_1080_av1,1920.0,bigbuck_bunny_8bit,4.910358773291364,2073600.0
1604.59765625,av1,30.0,720,bigbuck_bunny_8bit_1750k_720_av1,1280.0,bigbuck_bunny_8bit,4.640846321549093,921600.0
1467.3857421875,av1,30.0,480,bigbuck_bunny_8bit_1800k_480_av1,854.0,bigbuck_bunny_8bit,4.3965134328287485,409920.0
208.1416015625,av1,30.0,360,bigbuck_bunny_8bit_200k_360_av1,640.0,bigbuck_bunny_8bit,3.2860548802113043,230400.0
207.9609375,av1,30.0,480,bigbuck_bunny_8bit_200k_480_av1,854.0,bigbuck_bunny_8bit,3.4464478849226623,409920.0
1989.7744140625,av1,30.0,576,bigbuck_bunny_8bit_2600k_576_av1,1024.0,bigbuck_bunny_8bit,4.568645288668046,589824.0
2513.8251953125,av1,30.0,1080,bigbuck_bunny_8bit_2750k_1080_av1,1920.0,bigbuck_bunny_8bit,4.812197967018179,2073600.0
2348.17578125,av1,30.0,720,bigbuck_bunny_8bit_2750k_720_av1,1280.0,bigbuck_bunny_8bit,4.69543203412308,921600.0
307.267578125,av1,30.0,480,bigbuck_bunny_8bit_300k_480_av1,854.0,bigbuck_bunny_8bit,3.760707288641635,409920.0
310.1376953125,av1,30.0,576,bigbuck_bunny_8bit_300k_576_av1,1024.0,bigbuck_bunny_8bit,3.8416531510520695,589824.0
2693.2099609375,av1,30.0,720,bigbuck_bunny_8bit_3500k_720_av1,1280.0,bigbuck_bunny_8bit,4.714723255364234,921600.0
349.9287109375,av1,30.0,360,bigbuck_bunny_8bit_350k_360_av1,640.0,bigbuck_bunny_8bit,3.661445445363304,230400.0
3508.4599609375,av1,30.0,1080,bigbuck_bunny_8bit_4000k_1080_av1,1920.0,bigbuck_bunny_8bit,4.855763125156239,2073600.0
403.533203125,av1,30.0,576,bigbuck_bunny_8bit_400k_576_av1,1024.0,bigbuck_bunny_8bit,4.027679548802271,589824.0
412.3369140625,av1,30.0,720,bigbuck_bunny_8bit_400k_720_av1,1280.0,bigbuck_bunny_8bit,4.089396852232282,921600.0
448.064453125,av1,30.0,480,bigbuck_bunny_8bit_450k_480_av1,854.0,bigbuck_bunny_8bit,4.005153262215477,409920.0
501.6513671875,av1,30.0,1080,bigbuck_bunny_8bit_500k_1080_av1,1920.0,bigbuck_bunny_8bit,4.232593442832233,2073600.0
508.892578125,av1,30.0,720,bigbuck_bunny_8bit_500k_720_av1,1280.0,bigbuck_bunny_8bit,4.22354782150091,921600.0
4584.78125,av1,30.0,1080,bigbuck_bunny_8bit_5500k_1080_av1,1920.0,bigbuck_bunny_8bit,4.88126052922142,2073600.0
3904.83984375,av1,30.0,720,bigbuck_bunny_8bit_5500k_720_av1,1280.0,bigbuck_bunny_8bit,4.740169137647925,921600.0
604.9560546875,av1,30.0,1080,bigbuck_bunny_8bit_600k_1080_av1,1920.0,bigbuck_bunny_8bit,4.346559579505611,2073600.0
640.3984375,av1,30.0,576,bigbuck_bunny_8bit_650k_576_av1,1024.0,bigbuck_bunny_8bit,4.277675904490648,589824.0
4179.8251953125,av1,30.0,720,bigbuck_bunny_8bit_7000k_720_av1,1280.0,bigbuck_bunny_8bit,4.741163672031874,921600.0
636.3828125,av1,30.0,360,bigbuck_bunny_8bit_700k_360_av1,640.0,bigbuck_bunny_8bit,3.9294181581285645,230400.0
6328.5791015625,av1,30.0,1080,bigbuck_bunny_8bit_8000k_1080_av1,1920.0,bigbuck_bunny_8bit,4.9004526393029835,2073600.0
844.216796875,av1,30.0,480,bigbuck_bunny_8bit_900k_480_av1,854.0,bigbuck_bunny_8bit,4.277108487746892,409920.0
99.1689453125,av1,30.0,360,cutting_orange_tuil_8s_100k_360_av1,640.0,cutting_orange_tuil_8s,2.488798234917583,230400.0
7339.80859375,av1,30.0,1080,cutting_orange_tuil_8s_11000k_1080_av1,1920.0,cutting_orange_tuil_8s,4.924076611368757,2073600.0
5357.224609375,av1,30.0,720,cutting_orange_tuil_8s_11000k_720_av1,1280.0,cutting_orange_tuil_8s,4.706017205625402,921600.0
1123.1474609375,av1,30.0,576,cutting_orange_tuil_8s_1300k_576_av1,1024.0,cutting_orange_tuil_8s,4.351822583769766,589824.0
978.8125,av1,30.0,360,cutting_orange_tuil_8s_1400k_360_av1,640.0,cutting_orange_tuil_8s,3.753781008231594,230400.0
9377.3408203125,av1,30.0,1080,cutting_orange_tuil_8s_16000k_1080_av1,1920.0,cutting_orange_tuil_8s,4.931982740179149,2073600.0
1542.7783203125,av1,30.0,720,cutting_orange_tuil_8s_1750k_720_av1,1280.0,cutting_orange_tuil_8s,4.5725968941475585,921600.0
1278.7080078125,av1,30.0,480,cutting_orange_tuil_8s_1800k_480_av1,854.0,cutting_orange_tuil_8s,4.208403456876974,409920.0
190.5556640625,av1,30.0,360,cutting_orange_tuil_8s_200k_360_av1,640.0,cutting_orange_tuil_8s,3.0135936100021676,230400.0
194.830078125,av1,30.0,480,cutting_orange_tuil_8s_200k_480_av1,854.0,cutting_orange_tuil_8s,3.295977447818581,409920.0
1880.783203125,av1,30.0,576,cutting_orange_tuil_8s_2600k_576_av1,1024.0,cutting_orange_tuil_8s,4.448611350628617,589824.0
2368.5869140625,av1,30.0,1080,cutting_orange_tuil_8s_2750k_1080_av1,1920.0,cutting_orange_tuil_8s,4.809920126800906,2073600.0
2231.2109375,av1,30.0,720,cutting_orange_tuil_8s_2750k_720_av1,1280.0,cutting_orange_tuil_8s,4.635511739157867,921600.0
285.9013671875,av1,30.0,480,cutting_orange_tuil_8s_300k_480_av1,854.0,cutting_orange_tuil_8s,3.5776070293893434,409920.0
290.6923828125,av1,30.0,576,cutting_orange_tuil_8s_300k_576_av1,1024.0,cutting_orange_tuil_8s,3.705249320075739,589824.0
2696.9716796875,av1,30.0,720,cutting_orange_tuil_8s_3500k_720_av1,1280.0,cutting_orange_tuil_8s,4.656622529841068,921600.0
323.37109375,av1,30.0,360,cutting_orange_tuil_8s_350k_360_av1,640.0,cutting_orange_tuil_8s,3.359508223993133,230400.0
3374.2392578125,av1,30.0,1080,cutting_orange_tuil_8s_4000k_1080_av1,1920.0,cutting_orange_tuil_8s,4.862015124255935,2073600.0
380.96484375,av1,30.0,576,cutting_orange_tuil_8s_400k_576_av1,1024.0,cutting_orange_tuil_8s,3.8789367911211143,589824.0
388.3564453125,av1,30.0,720,cutting_orange_tuil_8s_400k_720_av1,1280.0,cutting_orange_tuil_8s,3.9933549254086,921600.0
421.857421875,av1,30.0,480,cutting_orange_tuil_8s_450k_480_av1,854.0,cutting_orange_tuil_8s,3.821182716574927,409920.0
491.220703125,av1,30.0,1080,cutting_orange_tuil_8s_500k_1080_av1,1920.0,cutting_orange_tuil_8s,4.189632284836575,2073600.0
478.03125,av1,30.0,720,cutting_orange_tuil_8s_500k_720_av1,1280.0,cutting_orange_tuil_8s,4.116322094620365,921600.0
4554.423828125,av1,30.0,1080,cutting_orange_tuil_8s_5500k_1080_av1,1920.0,cutting_orange_tuil_8s,4.894597971478921,2073600.0
3607.8193359375,av1,30.0,720,cutting_orange_tuil_8s_5500k_720_av1,1280.0,cutting_orange_tuil_8s,4.686137849451007,921600.0
585.8740234375,av1,30.0,1080,cutting_orange_tuil_8s_600k_1080_av1,1920.0,cutting_orange_tuil_8s,4.296327014479852,2073600.0
603.080078125,av1,30.0,576,cutting_orange_tuil_8s_650k_576_av1,1024.0,cutting_orange_tuil_8s,4.130431588947616,589824.0
4164.09375,av1,30.0,720,cutting_orange_tuil_8s_7000k_720_av1,1280.0,cutting_orange_tuil_8s,4.695045616284115,921600.0
584.9501953125,av1,30.0,360,cutting_orange_tuil_8s_700k_360_av1,640.0,cutting_orange_tuil_8s,3.6211392783245917,230400.0
5881.3359375,av1,30.0,1080,cutting_orange_tuil_8s_8000k_1080_av1,1920.0,cutting_orange_tuil_8s,4.913247185573937,2073600.0
783.7099609375,av1,30.0,480,cutting_orange_tuil_8s_900k_480_av1,854.0,cutting_orange_tuil_8s,4.087460876044172,409920.0
90.0732421875,av1,30.0,360,Dancers_8s_100k_360_av1,640.0,Dancers_8s,3.516968383923187,230400.0
7161.021484375,av1,30.0,1080,Dancers_8s_11000k_1080_av1,1920.0,Dancers_8s,4.8056227539489225,2073600.0
5902.2666015625,av1,30.0,720,Dancers_8s_11000k_720_av1,1280.0,Dancers_8s,4.742950579411307,921600.0
1058.3330078125,av1,30.0,576,Dancers_8s_1300k_576_av1,1024.0,Dancers_8s,4.609344342965558,589824.0
750.07421875,av1,30.0,360,Dancers_8s_1400k_360_av1,640.0,Dancers_8s,4.287785206280086,230400.0
9165.0283203125,av1,30.0,1080,Dancers_8s_16000k_1080_av1,1920.0,Dancers_8s,4.811984077358292,2073600.0
1491.4267578125,av1,30.0,720,Dancers_8s_1750k_720_av1,1280.0,Dancers_8s,4.697728935235386,921600.0
1081.6171875,av1,30.0,480,Dancers_8s_1800k_480_av1,854.0,Dancers_8s,4.5379625432917665,409920.0
159.7763671875,av1,30.0,360,Dancers_8s_200k_360_av1,640.0,Dancers_8s,3.903812568970309,230400.0
170.3701171875,av1,30.0,480,Dancers_8s_200k_480_av1,854.0,Dancers_8s,4.073865032959617,409920.0
1378.685546875,av1,30.0,576,Dancers_8s_2600k_576_av1,1024.0,Dancers_8s,4.64123945749512,589824.0
2352.2890625,av1,30.0,1080,Dancers_8s_2750k_1080_av1,1920.0,Dancers_8s,4.765404507152287,2073600.0
2100.6923828125,av1,30.0,720,Dancers_8s_2750k_720_av1,1280.0,Dancers_8s,4.715715545472163,921600.0
238.234375,av1,30.0,480,Dancers_8s_300k_480_av1,854.0,Dancers_8s,4.243725175809052,409920.0
244.72265625,av1,30.0,576,Dancers_8s_300k_576_av1,1024.0,Dancers_8s,4.309202004537528,589824.0
2399.111328125,av1,30.0,720,Dancers_8s_3500k_720_av1,1280.0,Dancers_8s,4.721948217506876,921600.0
253.115234375,av1,30.0,360,Dancers_8s_350k_360_av1,640.0,Dancers_8s,4.107997053937289,230400.0
3412.5048828125,av1,30.0,1080,Dancers_8s_4000k_1080_av1,1920.0,Dancers_8s,4.781457596876217,2073600.0
314.296875,av1,30.0,576,Dancers_8s_400k_576_av1,1024.0,Dancers_8s,4.4029794774859585,589824.0
325.05078125,av1,30.0,720,Dancers_8s_400k_720_av1,1280.0,Dancers_8s,4.457431623622671,921600.0
346.251953125,av1,30.0,480,Dancers_8s_450k_480_av1,854.0,Dancers_8s,4.36674423078956,409920.0
436.59765625,av1,30.0,1080,Dancers_8s_500k_1080_av1,1920.0,Dancers_8s,4.552702170053424,2073600.0
396.0234375,av1,30.0,720,Dancers_8s_500k_720_av1,1280.0,Dancers_8s,4.518257133908465,921600.0
4508.8876953125,av1,30.0,1080,Dancers_8s_5500k_1080_av1,1920.0,Dancers_8s,4.7915270117945665,2073600.0
3105.5537109375,av1,30.0,720,Dancers_8s_5500k_720_av1,1280.0,Dancers_8s,4.730943704222494,921600.0
520.65625,av1,30.0,1080,Dancers_8s_600k_1080_av1,1920.0,Dancers_8s,4.597595000705493,2073600.0
518.609375,av1,30.0,576,Dancers_8s_650k_576_av1,1024.0,Dancers_8s,4.523102306867306,589824.0
3787.16796875,av1,30.0,720,Dancers_8s_7000k_720_av1,1280.0,Dancers_8s,4.735106725069771,921600.0
483.796875,av1,30.0,360,Dancers_8s_700k_360_av1,640.0,Dancers_8s,4.23798735592716,230400.0
5570.8447265625,av1,30.0,1080,Dancers_8s_8000k_1080_av1,1920.0,Dancers_8s,4.799655886852664,2073600.0
693.8466796875,av1,30.0,480,Dancers_8s_900k_480_av1,854.0,Dancers_8s,4.492593982947412,409920.0
109.388671875,av1,30.0,360,Daydreamer_SDR_8s_3840x2160_8_100k_360_av1,640.0,Daydreamer_SDR_8s_3840x2160_8,2.570857913404403,230400.0
10242.296875,av1,30.0,1080,Daydreamer_SDR_8s_3840x2160_8_11000k_1080_av1,1920.0,Daydreamer_SDR_8s_3840x2160_8,4.615435838651269,2073600.0
7976.1787109375,av1,30.0,720,Daydreamer_SDR_8s_3840x2160_8_11000k_720_av1,1280.0,Daydreamer_SDR_8s_3840x2160_8,4.496901683792439,921600.0
1299.298828125,av1,30.0,576,Daydreamer_SDR_8s_3840x2160_8_1300k_576_av1,1024.0,Daydreamer_SDR_8s_3840x2160_8,3.97114946374429,589824.0
1132.7294921875,av1,30.0,360,Daydreamer_SDR_8s_3840x2160_8_1400k_360_av1,640.0,Daydreamer_SDR_8s_3840x2160_8,3.569263049284542,230400.0
13764.6982421875,av1,30.0,1080,Daydreamer_SDR_8s_3840x2160_8_16000k_1080_av1,1920.0,Daydreamer_SDR_8s_3840x2160_8,4.666743003246111,2073600.0
1760.7177734375,av1,30.0,720,Daydreamer_SDR_8s_3840x2160_8_1750k_720_av1,1280.0,Daydreamer_SDR_8s_3840x2160_8,4.156987677320075,921600.0
1634.6826171875,av1,30.0,480,Daydreamer_SDR_8s_3840x2160_8_1800k_480_av1,854.0,Daydreamer_SDR_8s_3840x2160_8,3.9315311689906425,409920.0
211.2802734375,av1,30.0,360,Daydreamer_SDR_8s_3840x2160_8_200k_360_av1,640.0,Daydreamer_SDR_8s_3840x2160_8,2.9108851450005293,230400.0
212.931640625,av1,30.0,480,Daydreamer_SDR_8s_3840x2160_8_200k_480_av1,854.0,Daydreamer_SDR_8s_3840x2160_8,3.0828303885683086,409920.0
2399.5546875,av1,30.0,576,Daydreamer_SDR_8s_3840x2160_8_2600k_576_av1,1024.0,Daydreamer_SDR_8s_3840x2160_8,4.149911119383306,589824.0
2787.1220703125,av1,30.0,1080,Daydreamer_SDR_8s_3840x2160_8_2750k_1080_av1,1920.0,Daydreamer_SDR_8s_3840x2160_8,4.347236096306313,2073600.0
2629.3447265625,av1,30.0,720,Daydreamer_SDR_8s_3840x2160_8_2750k_720_av1,1280.0,Daydreamer_SDR_8s_3840x2160_8,4.273184144747507,921600.0
317.173828125,av1,30.0,480,Daydreamer_SDR_8s_3840x2160_8_300k_480_av1,854.0,Daydreamer_SDR_8s_3840x2160_8,3.287208420286796,409920.0
324.013671875,av1,30.0,576,Daydreamer_SDR_8s_3840x2160_8_300k_576_av1,1024.0,Daydreamer_SDR_8s_3840x2160_8,3.3627757915568224,589824.0
3296.2021484375,av1,30.0,720,Daydreamer_SDR_8s_3840x2160_8_3500k_720_av1,1280.0,Daydreamer_SDR_8s_3840x2160_8,4.326046122513366,921600.0
358.4814453125,av1,30.0,360,Daydreamer_SDR_8s_3840x2160_8_350k_360_av1,640.0,Daydreamer_SDR_8s_3840x2160_8,3.163318669305428,230400.0
3963.4931640625,av1,30.0,1080,Daydreamer_SDR_8s_3840x2160_8_4000k_1080_av1,1920.0,Daydreamer_SDR_8s_3840x2160_8,4.437475101432739,2073600.0
427.8447265625,av1,30.0,576,Daydreamer_SDR_8s_3840x2160_8_400k_576_av1,1024.0,Daydreamer_SDR_8s_3840x2160_8,3.506304204188417,589824.0
446.3232421875,av1,30.0,720,Daydreamer_SDR_8s_3840x2160_8_400k_720_av1,1280.0,Daydreamer_SDR_8s_3840x2160_8,3.564448862931215,921600.0
472.517578125,av1,30.0,480,Daydreamer_SDR_8s_3840x2160_8_450k_480_av1,854.0,Daydreamer_SDR_8s_3840x2160_8,3.4811606295149087,409920.0
559.0771484375,av1,30.0,1080,Daydreamer_SDR_8s_3840x2160_8_500k_1080_av1,1920.0,Daydreamer_SDR_8s_3840x2160_8,3.695106505165472,2073600.0
538.0322265625,av1,30.0,720,Daydreamer_SDR_8s_3840x2160_8_500k_720_av1,1280.0,Daydreamer_SDR_8s_3840x2160_8,3.666417828974018,921600.0
5478.6689453125,av1,30.0,1080,Daydreamer_SDR_8s_3840x2160_8_5500k_1080_av1,1920.0,Daydreamer_SDR_8s_3840x2160_8,4.5021332535694185,2073600.0
4927.3759765625,av1,30.0,720,Daydreamer_SDR_8s_3840x2160_8_5500k_720_av1,1280.0,Daydreamer_SDR_8s_3840x2160_8,4.407877737092328,921600.0
663.0234375,av1,30.0,1080,Daydreamer_SDR_8s_3840x2160_8_600k_1080_av1,1920.0,Daydreamer_SDR_8s_3840x2160_8,3.781555962757601,2073600.0
667.6953125,av1,30.0,576,Daydreamer_SDR_8s_3840x2160_8_650k_576_av1,1024.0,Daydreamer_SDR_8s_3840x2160_8,3.7205670416832652,589824.0
5847.236328125,av1,30.0,720,Daydreamer_SDR_8s_3840x2160_8_7000k_720_av1,1280.0,Daydreamer_SDR_8s_3840x2160_8,4.442288433445173,921600.0
658.068359375,av1,30.0,360,Daydreamer_SDR_8s_3840x2160_8_700k_360_av1,640.0,Daydreamer_SDR_8s_3840x2160_8,3.3984477390309804,230400.0
7741.1533203125,av1,30.0,1080,Daydreamer_SDR_8s_3840x2160_8_8000k_1080_av1,1920.0,Daydreamer_SDR_8s_3840x2160_8,4.568002256664203,2073600.0
891.173828125,av1,30.0,480,Daydreamer_SDR_8s_3840x2160_8_900k_480_av1,854.0,Daydreamer_SDR_8s_3840x2160_8,3.7402684670563047,409920.0
214.9951171875,av1,30.0,360,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_100k_360_av1,640.0,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,1.4541402895130795,230400.0
